,Unnamed: 0,Company,Competitors,Founded,Headquarters,Industry,Now known as,Part of,Revenue,Size,Type,Area
412,412,AlphaSights,, 2008,"London, England (UK)",Consulting,,, $100 to $500 million (USD) per year,501 to 1000 employees, Company - Private,Goods & Svcs
413,413,Neuberger Berman," Fidelity Investments, BlackRock, Putnam Investments", 1939,"New York, NY",Investment Banking & Asset Management,,, $500 million to $1 billion (USD) per year,1001 to 5000 employees, Company - Private,Finance
414,414,Rent The Runway,, 2009,"New York, NY",Consumer Product Rental,,, $100 to $500 million (USD) per year,1001 to 5000 employees, Company - Private,Goods & Svcs
415,415,Brookhaven National Laboratory, Unknown, 1947,"Upton, NY",Federal Agencies,,, $50 to $100 million (USD) per year,1001 to 5000 employees, Other Organization,Govnt/Utilities
416,416,Ericsson-Worldwide,, 1876,"Stockholm, Stockholm (Sweden)",Telecommunications Services,,, $10+ billion (USD) per year,10000+ employees, Company - Public (ERIC) ,Technology
417,417,State Farm," Berkshire Hathaway, Progressive Insurance, Allstate", 1922,"Bloomington, IL",Insurance Carriers,,, $10+ billion (USD) per year,10000+ employees, Company - Private,Finance
418,418,PetSmart,, 1986,"Phoenix, AZ",Pet & Pet Supplies Stores,,, $5 to $10 billion (USD) per year,10000+ employees, Company - Private,Goods & Svcs
419,419,H&R Block,, 1955,"Kansas City, MO",Other Retail Stores,,, $2 to $5 billion (USD) per year,10000+ employees, Company - Public (HRB) ,Fashion/Retail
420,420,Fragomen,, 1951,"New York, NY",Legal,,, $100 to $500 million (USD) per year,1001 to 5000 employees, Company - Private,Goods & Svcs
421,421,WW, Unknown, 1961,"New York, NY","Health, Beauty, & Fitness",,, $1 to $2 billion (USD) per year,10000+ employees, Company - Public (WTW) ,Health
422,422,Rue Gilt Groupe,,,"Boston, MA","Department, Clothing, & Shoe Stores",,, Unknown / Non-Applicable,501 to 1000 employees, Company - Private,Fashion/Retail
423,423,Douglas Elliman Real Estate, Unknown, Unknown,"New York, NY",Real Estate,,, Less than $1 million (USD) per year,1 to 50 employees, Company - Private,Goods & Svcs
424,424,7-Eleven," Hess Corporation, QuikTrip, Couche-Tard", 1927,"Dallas, TX",Other Retail Stores,,, $5 to $10 billion (USD) per year,10000+ employees, Subsidiary or Business Segment,Fashion/Retail
425,425,LexisNexis Legal & Professional,, 1818,"New York, NY",Consulting,,RELX, $2 to $5 billion (USD) per year,5001 to 10000 employees, Company - Public,Goods & Svcs
426,426,RSM,, 1964,"Chicago, IL",Accounting,,, $2 to $5 billion (USD) per year,10000+ employees, Private Practice / Firm,Finance
427,427,Vice Media, Unknown, 1994,"Brooklyn, NY",News Outlet,,, $100 to $500 million (USD) per year,1001 to 5000 employees, Company - Private,Entertainment
428,428,New York Community Bancorp, Unknown, 1859,"Westbury, NY",Banks & Credit Unions,,, $1 to $2 billion (USD) per year,1001 to 5000 employees, Company - Public (NYCB) ,Finance
429,429,Long Island University," Adelphi, Hofstra University, Nassau Community College", 1928,"Greenvale, NY",Colleges & Universities,,, $100 to $500 million (USD) per year,1001 to 5000 employees, College / University,Education
430,430,Thomas,, 1898,"New York, NY",Advertising & Marketing,,, Unknown / Non-Applicable,201 to 500 employees, Company - Private,Finance
431,431,Makerbot, Unknown, 2009,"Brooklyn, NY",Consumer Products Manufacturing,,, $50 to $100 million (USD) per year,51 to 200 employees, Subsidiary or Business Segment,Goods & Svcs
432,432,Fidelity Investments,, 1946,"Boston, MA",Investment Banking & Asset Management,,, $10+ billion (USD) per year,10000+ employees, Company - Private,Finance
433,433,European Wax Center,, 2004,"Plano, TX","Health, Beauty, & Fitness",,, $100 to $500 million (USD) per year,5001 to 10000 employees, Franchise,Health
434,434,National Income Life, Unknown, 2001,"Rochester, NY",Insurance Agencies & Brokerages,,American Income Life, $5 to $10 million (USD) per year,51 to 200 employees, Company - Public,Goods & Svcs
435,435,Bio-Reference Labs," Quest Diagnostics, LabCorp", 1981,"Elmwood Park, NJ",Health Care Services & Hospitals,,, $500 million to $1 billion (USD) per year,5001 to 10000 employees, Subsidiary or Business Segment,Health
436,436,Vector Marketing," Wüsthof, Zwilling J.A. Henckels", 1981,"Olean, NY",Advertising & Marketing,,, $100 to $500 million (USD) per year,201 to 500 employees, Subsidiary or Business Segment,Finance
437,437,MAC Cosmetics, Sephora, 1984,"New York, NY",Consumer Products Manufacturing,,Estée Lauder Companies, Unknown / Non-Applicable,1001 to 5000 employees, Subsidiary or Business Segment,Goods & Svcs
438,438,TD Ameritrade,, 1975,"Omaha, NE",Brokerage Services,,, $2 to $5 billion (USD) per year,10000+ employees, Company - Public (AMTD) ,Goods & Svcs
439,439,Nasdaq," ICE, CME Group, Cboe Global Markets", 1971,"New York, NY",Stock Exchanges,,, $2 to $5 billion (USD) per year,1001 to 5000 employees, Company - Public (NDAQ) ,Finance
440,440,Mercedes-Benz USA," BMW of North America, Audi of America, Volvo Car USA", 1926,"Atlanta, GA",Transportation Equipment Manufacturing,,Daimler, $50 to $100 million (USD) per year,1001 to 5000 employees, Subsidiary or Business Segment,Goods & Svcs
441,441,MEC," Starcom Worldwide, OMD, Carat", 2002,"London, England (UK)",Advertising & Marketing,Wavemaker,, Unknown / Non-Applicable,5001 to 10000 employees, Company - Public,Finance
442,442,Oscar Health,, 2012,"New York, NY",Insurance Agencies & Brokerages,,, $2 to $5 billion (USD) per year,1001 to 5000 employees, Company - Private,Goods & Svcs
443,443,WarnerMedia," Walt Disney Company, 21st Century Fox, NBCUniversal", 2003,"New York, NY",TV Broadcast & Cable Networks,,AT&T, $10+ billion (USD) per year,10000+ employees, Subsidiary or Business Segment,Entertainment
444,444,Hospital for Special Surgery, Unknown, 1863,"New York, NY",Health Care Services & Hospitals,,, Unknown / Non-Applicable,1001 to 5000 employees, Nonprofit Organization,Health
445,445,New York Institute of Technology, Unknown, 1910,"Old Westbury, NY",Colleges & Universities,,, $100 to $500 million (USD) per year,501 to 1000 employees, College / University,Education
446,446,GroupM," Aegis Media, Google, Omnicom Media Group", 2003,"New York, NY",Publishing,,WPP, Unknown / Non-Applicable,10000+ employees, Subsidiary or Business Segment,Goods & Svcs
447,447,Carat,, 1968,"London, England (UK)",Advertising & Marketing,,Dentsu Aegis Network, $10 to $25 million (USD) per year,5001 to 10000 employees, Subsidiary or Business Segment,Finance
448,448,Interbrand," Prophet Brand Strategy, SYPartners, Landor", 1974,"New York, NY",Consulting,,Omnicom, $50 to $100 million (USD) per year,501 to 1000 employees, Company - Public,Goods & Svcs
449,449,OnDeck,, 2007,"New York, NY",Lending,,, Unknown / Non-Applicable,201 to 500 employees, Company - Public (ONDK) ,Finance
450,450,Crestron Electronics," Lutron, Extron Electronics, AMX", 1971,"Rockleigh, NJ",Electrical & Electronic Manufacturing,,, $100 to $500 million (USD) per year,1001 to 5000 employees, Company - Private,Goods & Svcs
451,451,Argus Information & Advisory Services,, 1997,"White Plains, NY",Consulting,,Verisk Analytics, $100 to $500 million (USD) per year,201 to 500 employees, Subsidiary or Business Segment,Goods & Svcs
452,452,Weber Shandwick,, 1921,"New York, NY",Advertising & Marketing,,, $500 million to $1 billion (USD) per year,1001 to 5000 employees, Subsidiary or Business Segment,Finance
453,453,Burger King, Unknown, 1954,"Miami, FL",Fast-Food & Quick-Service Restaurants,,, $500 million to $1 billion (USD) per year,10000+ employees, Company - Public (BKW) ,Goods & Svcs
454,454,Experian,, 1980,"Dublin, Co. Dublin (Ireland)",Financial Analytics & Research,,, $2 to $5 billion (USD) per year,10000+ employees, Company - Public (EXPN) ,Finance
455,455,Bright Horizons Family Solutions,, 1986,"Watertown, MA",Preschool & Child Care,,, $1 to $2 billion (USD) per year,10000+ employees, Company - Public (BFAM) ,Education
456,456,kate spade,, 1993,"New York, NY",Other Retail Stores,,, $1 to $2 billion (USD) per year,10000+ employees, Company - Public,Fashion/Retail
457,457,Baruch College, Unknown, Unknown,"New York, NY",Colleges & Universities,,, Less than $1 million (USD) per year,501 to 1000 employees, College / University,Education
458,458,Sprinklr,, 2009,"New York, NY",Computer Hardware & Software,,, Unknown / Non-Applicable,1001 to 5000 employees, Company - Private,Technology
459,459,Integra LifeSciences,, 1989,"Plainsboro, NJ",Health Care Products Manufacturing,,, $1 to $2 billion (USD) per year,1001 to 5000 employees, Company - Public (IART) ,Health
460,460,Spark Foundry, Unknown, 2017,"Chicago, IL",Advertising & Marketing,,, Unknown / Non-Applicable,51 to 200 employees, Company - Private,Finance
461,461,New York City Housing Authority, Unknown, Unknown,"New York, NY",Municipal Governments,,, Unknown / Non-Applicable per year,10000+ employees, Government,Govnt/Utilities
462,462,Martha Stewart Living," Meredith Corporation, Condé Nast", 1997,"New York, NY",Motion Picture Production & Distribution,,, $100 to $500 million (USD) per year,201 to 500 employees, Company - Public (MSO) ,Entertainment
463,463,TheStreet," MarketWatch, Motley Fool, Acuris Global", 1996,"New York, NY",Publishing,,, $50 to $100 million (USD) per year,501 to 1000 employees, Company - Public (TST) ,Goods & Svcs
464,464,Life Time," Equinox Fitness, LA Fitness", 1992,"Chanhassen, MN","Health, Beauty, & Fitness",,, $1 to $2 billion (USD) per year,10000+ employees, Company - Private,Health
465,465,Aflac,, 1955,"Columbus, GA",Insurance Carriers,,, $10+ billion (USD) per year,5001 to 10000 employees, Company - Public (AFL) ,Finance
466,466,Boston Consulting Group,, 1963,"Boston, MA",Consulting,,, $5 to $10 billion (USD) per year,Unknown, Company - Private,Goods & Svcs
467,467,Infor,, 2003,"New York, NY",Computer Hardware & Software,,, $2 to $5 billion (USD) per year,10000+ employees, Company - Private,Technology
468,468,BAYADA Home Health Care,, 1975,"Moorestown, NJ",Health Care Services & Hospitals,,, $1 to $2 billion (USD) per year,10000+ employees, Company - Private,Health
469,469,"Discovery, Inc.", Unknown, 1985,"New York, NY",TV Broadcast & Cable Networks,,, $5 to $10 billion (USD) per year,10000+ employees, Company - Public (DISCA) ,Entertainment
470,470,Hunter College, Unknown, Unknown,"New York, NY",Colleges & Universities,,, Less than $1 million (USD) per year,1 to 50 employees, College / University,Education
471,471,US Standard Products, Unknown, 2014,"Englewood, NJ",Wholesale,,, Unknown / Non-Applicable,51 to 200 employees, Company - Private,Goods & Svcs
472,472,Keller Williams," RE/MAX, Berkshire Hathaway HomeServices, Redfin", 1983,"Austin, TX",Real Estate,,, $100 to $500 million (USD) per year,201 to 500 employees, Company - Private,Goods & Svcs
473,473,The Container Store,, 1978,"Coppell, TX","Department, Clothing, & Shoe Stores",,, $500 million to $1 billion (USD) per year,5001 to 10000 employees, Company - Public (TCS) ,Fashion/Retail
474,474,Gensler,, 1965,"San Francisco, CA",Architectural & Engineering Services,,, $1 to $2 billion (USD) per year,5001 to 10000 employees, Company - Private,Goods & Svcs
475,475,SinglePlatform,, 2010,"New York, NY",Advertising & Marketing,,Endurance International Group, Unknown / Non-Applicable,51 to 200 employees, Subsidiary or Business Segment,Finance
476,476,TGI Fridays, Unknown, Unknown,"Dallas, TX",Casual Restaurants,,, $500 million to $1 billion (USD) per year,10000+ employees, Company - Private,Goods & Svcs
477,477,Konica Minolta Business Solutions," Canon U.S.A., Ricoh USA, Xerox", 1959,"Ramsey, NJ",Computer Hardware & Software,,Konica Minolta, $10+ billion (USD) per year,5001 to 10000 employees, Subsidiary or Business Segment,Technology
478,478,BDO USA,, 1910,"Chicago, IL",Accounting,,, $1 to $2 billion (USD) per year,1001 to 5000 employees, Company - Private,Finance
479,479,Marsh,, 1871,"New York, NY",Insurance Agencies & Brokerages,,Marsh & McLennan Companies, $1 to $2 billion (USD) per year,10000+ employees, Subsidiary or Business Segment,Goods & Svcs
480,480,FCB Global, Unknown, 1873,"Chicago, IL",Advertising & Marketing,,, Unknown / Non-Applicable,1001 to 5000 employees, Subsidiary or Business Segment,Finance
481,481,Saatchi & Saatchi Group, Unknown, Unknown,"London, England (UK)",Unknown,,, $50 to $100 million (USD) per year,501 to 1000 employees, Contract,Goods & Svcs
482,482,CareOne,, 1999,"Fort Lee, NJ",Health Care Services & Hospitals,,, Unknown / Non-Applicable,10000+ employees, Company - Private,Health
483,483,Robert Wood Johnson University Hospital, Unknown, 1884,"New Brunswick, NJ",Health Care Services & Hospitals,,RWJBarnabas Health, $1 to $2 billion (USD) per year,1001 to 5000 employees, Nonprofit Organization,Health
484,484,NYC Department of Human Resource Administration, Unknown, Unknown,"New York, NY",Federal Agencies,,, Unknown / Non-Applicable per year,201 to 500 employees, Government,Govnt/Utilities
485,485,Subway," McDonald's, Quiznos, Yum!", Unknown,"Milford, CT",Fast-Food & Quick-Service Restaurants,,, $50 to $100 million (USD) per year,5001 to 10000 employees, Company - Private,Goods & Svcs
486,486,DICK'S Sporting Goods,, 1948,"Coraopolis, PA",Sporting Goods Stores,,, $5 to $10 billion (USD) per year,10000+ employees, Company - Public (DKS) ,Goods & Svcs
487,487,American Airlines,, 1926,"Fort Worth, TX",Airlines,,, $10+ billion (USD) per year,10000+ employees, Company - Public (AAL) ,Goods & Svcs
488,488,EXL Service, Unknown, 1999,"New York, NY",Consulting,,, $500 million to $1 billion (USD) per year,10000+ employees, Company - Public (EXLS) ,Goods & Svcs
489,489,Allergan,, 1948,"Dublin, Co. Dublin (Ireland)",Biotech & Pharmaceuticals,,, $10+ billion (USD) per year,10000+ employees, Company - Public (AGN) ,Health
490,490,NBA, Unknown, 1946,"New York, NY",Sports & Recreation,,, Unknown / Non-Applicable per year,1001 to 5000 employees, Company - Private,Entertainment
491,491,Simon & Schuster, Unknown, 1924,"New York, NY",Publishing,,, $500 million to $1 billion (USD) per year,1001 to 5000 employees, Subsidiary or Business Segment,Goods & Svcs
492,492,AHRC New York City, Unknown, Unknown,"New York, NY",Social Assistance,,, $10 to $25 million (USD) per year,201 to 500 employees, Nonprofit Organization,Govnt/Utilities
493,493,SAP,, 1972,"Walldorf, Baden-Württemberg (Germany)",Computer Hardware & Software,,, $10+ billion (USD) per year,10000+ employees, Company - Public (SAP) ,Technology
494,494,IKEA,, 1943,"Conshohocken, PA",Home Furniture & Housewares Stores,,, Unknown / Non-Applicable,10000+ employees, Company - Private,Goods & Svcs
495,495,GNC, Unknown, 1935,"Pittsburgh, PA",Drug & Health Stores,,, $2 to $5 billion (USD) per year,10000+ employees, Company - Public (GNC) ,Health
496,496,Huntington Learning Centers,, 1977,"Oradell, NJ",Education Training Services,,, Unknown / Non-Applicable,1001 to 5000 employees, Company - Private,Education
497,497,Bluewolf," Accenture, Deloitte", 1999,"New York, NY",IT Services,,IBM, Unknown / Non-Applicable,501 to 1000 employees, Company - Private,Technology
